,PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,EFF,AST_TOV,STL_TOV,EFF_PER_GAME
183,202331,184,Paul George,1610612755,PHI,41,1334,245,570,0.43,96,268,0.358,79,97,0.814,24,195,219,178,75,20,106,101,665,708,1.68,0.71,17.26829268292683
188,1630245,189,Ayo Dosunmu,1610612741,CHI,46,1394,221,449,0.492,62,189,0.328,62,79,0.785,26,135,161,208,43,18,69,105,566,682,3.01,0.62,14.826086956521738
193,1630549,194,Day'Ron Sharpe,1610612751,BKN,50,907,165,317,0.521,11,45,0.244,56,74,0.757,149,181,330,91,41,42,63,113,397,668,1.44,0.65,13.36
201,203994,202,Jusuf Nurkić,1610612766,CHA,48,990,145,309,0.469,30,97,0.309,79,118,0.669,80,294,374,103,36,33,89,120,399,653,1.16,0.4,13.604166666666666
214,1627749,215,Dejounte Murray,1610612740,NOP,31,1012,194,494,0.393,52,174,0.299,102,124,0.823,17,183,200,228,63,12,106,61,542,617,2.15,0.59,19.903225806451612
218,1630228,219,Jonathan Kuminga,1610612744,GSW,44,1088,247,542,0.456,45,143,0.315,148,223,0.664,52,154,206,100,37,20,67,85,687,613,1.49,0.55,13.931818181818182
221,1641726,222,Dereck Lively II,1610612742,DAL,34,800,126,181,0.696,0,0,0.0,46,73,0.63,101,158,259,85,19,56,39,97,298,596,2.18,0.49,17.529411764705884
222,1631096,223,Chet Holmgren,1610612760,OKC,30,822,157,317,0.495,42,111,0.378,87,118,0.737,45,198,243,57,22,69,54,68,443,589,1.06,0.41,19.633333333333333
233,1630193,234,Immanuel Quickley,1610612761,TOR,32,903,181,432,0.419,83,220,0.377,111,128,0.867,15,100,115,190,23,4,58,60,556,562,3.28,0.4,17.5625
237,1630174,238,Aaron Nesmith,1610612754,IND,42,1048,179,352,0.509,79,184,0.429,65,71,0.915,34,128,162,51,33,17,35,106,502,551,1.46,0.94,13.119047619047619
251,203114,252,Khris Middleton,1610612764,WAS,37,843,160,337,0.475,48,133,0.361,72,84,0.857,13,124,137,150,35,8,56,75,440,525,2.68,0.63,14.18918918918919
252,1630591,253,Jalen Suggs,1610612753,ORL,35,1002,197,481,0.41,76,242,0.314,97,110,0.882,23,118,141,129,51,33,102,98,567,522,1.26,0.5,14.914285714285715
265,203903,265,Jordan Clarkson,1610612762,UTA,37,962,201,493,0.408,84,232,0.362,114,143,0.797,25,93,118,138,31,9,86,52,600,489,1.6,0.36,13.216216216216216
272,1631093,273,Jaden Ivey,1610612765,DET,30,898,190,413,0.46,63,154,0.409,85,116,0.733,40,84,124,119,28,11,89,67,528,467,1.34,0.32,15.566666666666666
273,203954,273,Joel Embiid,1610612755,PHI,19,574,140,315,0.444,23,77,0.299,149,169,0.882,36,119,155,85,14,18,62,42,452,467,1.37,0.23,24.57894736842105
274,1641706,275,Brandon Miller,1610612766,CHA,27,924,198,491,0.403,104,293,0.355,68,79,0.861,25,106,131,98,29,20,76,74,568,466,1.29,0.38,17.25925925925926
277,1630560,278,Cam Thomas,1610612751,BKN,25,781,199,454,0.438,68,195,0.349,133,151,0.881,15,68,83,94,15,2,62,44,599,458,1.52,0.24,18.32
287,1629021,288,Moritz Wagner,1610612753,ORL,30,564,140,249,0.562,27,75,0.36,79,110,0.718,40,108,148,42,24,12,49,55,386,423,0.86,0.49,14.1
307,1627742,308,Brandon Ingram,1610612761,TOR,18,595,155,333,0.465,43,115,0.374,47,55,0.855,17,83,100,93,16,11,69,45,400,365,1.35,0.23,20.27777777777778
317,1627763,318,Malcolm Brogdon,1610612764,WAS,24,564,104,240,0.433,16,56,0.286,81,92,0.88,21,70,91,98,13,5,38,30,305,327,2.58,0.34,13.625
365,1629684,366,Grant Williams,1610612766,CHA,16,479,54,123,0.439,27,74,0.365,31,37,0.838,18,64,82,37,18,13,28,46,166,213,1.32,0.64,13.3125
446,1629643,447,Chuma Okeke,1610612739,CLE,7,171,18,33,0.545,10,22,0.455,2,3,0.667,20,23,43,13,5,3,3,5,48,93,4.33,1.67,13.285714285714286
458,1631166,458,Drew Timme,1610612751,BKN,5,125,25,49,0.51,3,15,0.2,5,6,0.833,10,17,27,9,4,1,8,9,58,66,1.13,0.5,13.2
509,1642368,508,N'Faly Dante,1610612745,HOU,1,19,4,6,0.667,0,0,0.0,2,3,0.667,4,5,9,1,0,2,1,4,10,18,1.0,0.0,18.0
